1281315915	31650	?	?	?	?
1281317587	31731	?	?	?	?
1281377260	31834	?	?	?	?
1281377506	?	?	6393	?	?
1281417779	?	?	?	4167	?
1281543417	32597	?	?	?	?
1281584459	?	7421	?	?	?
1283098091	?	?	6393	?	?
1283104282	?	?	6458	?	?
1283104285	?	?	7133	?	?
1283105884	33703	?	?	?	?
1283105984	33703	?	?	?	?
1283113707	35201	?	?	?	?
1283114459	35266	?	?	?	?
1283123149	?	?	?	5941	?
1283125107	?	?	7457	?	?
1283125109	?	?	7650	?	?
1283125110	?	?	8068	?	?
1283131394	37004	?	?	?	?
1283138516	?	?	8085	?	?
1283139662	38175	?	?	?	?
1283140854	38175	?	?	?	?
1283141136	?	?	8133	?	?
1283145888	38485	?	?	?	?
1283203582	?	?	?	5941	?
1283206104	39478	?	?	?	?
1283210706	40497	?	?	?	?
1283733503	40691	?	?	?	?
1283748849	41840	?	?	?	?
1283883870	?	?	8439	?	?
1283883878	?	?	8439	?	?
1283883879	?	?	8439	?	?
1284148780	43237	?	?	?	?
1284315041	?	7837	?	?	?
1284317956	?	8362	?	?	?
1284318201	?	8371	?	?	?
1284321714	?	8422	?	?	?
1284324160	?	8777	?	?	?
1284324449	43989	?	?	?	?
1284324999	?	?	?	6050	?
1284346782	44710	?	?	?	?
1284350465	44729	?	?	?	?
1284689000	45141	?	?	?	?
1284922984	45549	?	?	?	?
1284926427	?	?	?	6675	?
1285193641	?	9930	?	?	?
1285529627	?	10166	?	?	?
1292630082	45686	?	?	?	?
1293917585	?	11850	?	?	?
1294080137	47531	?	?	?	?
1294088530	47999	?	?	?	?
1294122419	51009	?	?	?	?
1294264469	51140	?	?	?	?
1294289993	53183	?	?	?	?
1294472168	?	12785	?	?	?
1294476354	?	13841	?	?	?
1294886013	54237	?	?	?	?
1295026806	54624	?	?	?	?
1295035361	?	?	8442	?	?
1295334614	55310	?	?	?	?
1295338553	56482	?	?	?	?
1297810825	?	14751	?	?	?
1297897446	?	15907	?	?	?
1298234945	?	?	8445	?	?
1298235798	?	?	8453	?	?
1298236889	?	?	8474	?	?
1298237052	?	?	8490	?	?
1298242088	?	?	8616	?	?
1298259485	56494	?	?	?	?
1298259821	61411	?	?	?	?
1298260014	62176	?	?	?	?
1298390928	?	?	8616	?	?
1298858892	?	16600	?	?	?
1300315578	?	16794	?	?	?
1300315613	?	16822	?	?	?
1300315720	?	18162	?	?	?
1300653929	?	21014	?	?	?
1300654992	63679	?	?	?	?
1300658257	63836	?	?	?	?
1300668395	?	21819	?	?	?
1300687233	65050	?	?	?	?
1300727357	?	21819	?	?	?
1300734049	65050	?	?	?	?
1300734574	?	21978	?	?	?
1300734706	?	21978	?	?	?
1300734995	?	21979	?	?	?
1300853956	?	22648	?	?	?
1300854711	?	23023	?	?	?
1300855205	?	23260	?	?	?
1300991520	70083	?	?	?	?
1301006665	70566	?	?	?	?
1301088077	72160	?	?	?	?
1301165145	?	23260	?	?	?
1301190215	?	25035	?	?	?
1301208715	?	26048	?	?	?
1301208771	?	26048	?	?	?
1301524188	?	?	8616	?	?
1301524696	?	?	8618	?	?
1301525667	72231	?	?	?	?
1301525961	?	?	8618	?	?
1301526109	?	?	8619	?	?
1301527000	?	?	8627	?	?
1301527328	?	?	8631	?	?
1301527794	?	26300	?	?	?
1301528672	?	?	8631	?	?
1301529941	?	?	8631	?	?
1301552034	73333	?	?	?	?
1301586033	?	?	8631	?	?
1301586120	?	?	8631	?	?
1301594365	?	?	8666	?	?
1301600178	73352	?	?	?	?
1301792277	78805	?	?	?	?
1301819319	78966	?	?	?	?
1301840822	?	?	8666	?	?
1301841599	?	?	8686	?	?
1301842488	?	?	8715	?	?
1301852146	?	?	8747	?	?
1301859363	79080	?	?	?	?
1301860207	79080	?	?	?	?
1301860376	?	?	9292	?	?
1301860936	?	?	9293	?	?
1301865576	79424	?	?	?	?
1301877003	?	?	9298	?	?
1301877008	?	?	9303	?	?
1301936833	?	?	9303	?	?
1301936835	?	?	9303	?	?
1301936952	?	?	9305	?	?
1301937508	?	?	9305	?	?
1301937673	?	?	9306	?	?
1301958326	?	26591	?	?	?
1301964548	?	26591	?	?	?
1301969116	?	?	9389	?	?
1301970842	?	?	9540	?	?
1301970968	?	?	9554	?	?
1301971075	?	?	9554	?	?
1301978158	81286	?	?	?	?
1301979663	81286	?	?	?	?
1301986469	81692	?	?	?	?
1302057848	?	?	9950	?	?
1302059005	?	?	9953	?	?
1302059011	?	?	9953	?	?
1302061554	?	?	10061	?	?
1302114154	?	?	10061	?	?
1302119351	?	26703	?	?	?
1302120185	?	?	10061	?	?
1302120194	?	?	10084	?	?
1302120757	?	?	10084	?	?
1302120966	?	26706	?	?	?
1302121439	?	?	10085	?	?
1302121443	?	?	10085	?	?
1302121482	?	?	10090	?	?
1302125561	?	?	10090	?	?
1302228954	?	?	10107	?	?
1302228961	?	?	10179	?	?
1302235177	?	28124	?	?	?
1302235331	?	?	10560	?	?
1302235899	?	?	10655	?	?
1302294979	?	?	10655	?	?
1302294983	?	?	10655	?	?
1302295414	?	?	10707	?	?
1302296090	?	?	10852	?	?
1302298010	82216	?	?	?	?
1302321557	?	29125	?	?	?
1302322053	?	29126	?	?	?
1302336008	85079	?	?	?	?
1302361564	?	?	10852	?	?
1302363856	?	?	10852	?	?
1302365407	?	29126	?	?	?
1302367738	?	?	10852	?	?
1302367747	?	?	11438	?	?
1302371462	?	29126	?	?	?
1302372740	?	?	12097	?	?
1302375532	?	?	12097	?	?
1302379018	?	29127	?	?	?
1302382059	?	?	12635	?	?
1302384570	?	?	12635	?	?
1302384576	?	?	12727	?	?
1302385093	?	?	12731	?	?
1302385212	?	?	12731	?	?
1302386076	85097	?	?	?	?
1302387143	85111	?	?	?	?
1302387409	?	?	12736	?	?
1302387604	?	?	12755	?	?
1302387609	?	?	12755	?	?
1302387612	?	?	12755	?	?
1302389572	?	?	12888	?	?
1302389965	?	29683	?	?	?
1302391852	?	29935	?	?	?
1302394189	?	30381	?	?	?
1302394910	?	30400	?	?	?
1302395088	?	30400	?	?	?
1302395178	?	30400	?	?	?
1302395756	?	30474	?	?	?
1302396139	?	?	13186	?	?
1302396292	?	?	13186	?	?
1302398272	?	?	13259	?	?
1302400218	85831	?	?	?	?
1302403589	?	?	13279	?	?
1302403593	?	?	13279	?	?
1302403597	?	?	13297	?	?
1302407661	?	30517	?	?	?
1302424761	88539	?	?	?	?
1302459909	?	?	13794	?	?
1302462852	?	?	13922	?	?
1302463809	?	?	14032	?	?
1302466572	?	?	14032	?	?
1302466577	?	?	14271	?	?
1302466969	?	?	14317	?	?
1302477473	89029	?	?	?	?
1302478042	89029	?	?	?	?
1302494029	?	31289	?	?	?
1302494845	?	31292	?	?	?
1302499684	91518	?	?	?	?
1302502031	?	32148	?	?	?
1302510011	92502	?	?	?	?
1302514507	92602	?	?	?	?
1302537989	?	?	14331	?	?
1302538125	?	32475	?	?	?
1302542339	92602	?	?	?	?
1302547864	92645	?	?	?	?
1302556366	?	33175	?	?	?
1302560408	?	33189	?	?	?
1302561276	?	?	14331	?	?
1302561534	?	?	14394	?	?
1302562141	?	?	14394	?	?
1302564391	?	?	14394	?	?
1302564398	?	?	14404	?	?
1302564848	?	?	14404	?	?
1302566466	?	?	14409	?	?
1302568509	?	?	14413	?	?
1302569152	?	?	14413	?	?
1302569418	?	?	14438	?	?
1302572554	93598	?	?	?	?
1302575439	?	35728	?	?	?
1302578681	?	36152	?	?	?
1302579528	93774	?	?	?	?
1302580019	?	36498	?	?	?
1302585903	?	36994	?	?	?
1302586862	94205	?	?	?	?
1302606969	96947	?	?	?	?
1302612732	?	?	14473	?	?
1302614462	?	?	14476	?	?
1302620959	?	?	14540	?	?
1302621455	?	?	14544	?	?
1302623296	?	?	16976	?	?
1302623690	?	?	18311	?	?
1302624500	?	?	18421	?	?
1302627294	?	36994	?	?	?
1302635403	?	?	18421	?	?
1302636544	?	?	18498	?	?
1302637076	?	?	18521	?	?
1302637200	?	37256	?	?	?
1302638077	?	37345	?	?	?
1302639234	?	37434	?	?	?
1302641234	?	?	18554	?	?
1302641240	?	?	18718	?	?
1302641247	?	?	18718	?	?
1302641252	?	?	18718	?	?
1302642227	?	37479	?	?	?
1302642406	97926	?	?	?	?
1302642770	97939	?	?	?	?
1302643922	?	?	18773	?	?
1302644311	98382	?	?	?	?
1302644318	?	?	18810	?	?
1302644713	?	?	18810	?	?
1302644955	?	?	18810	?	?
1302648489	98435	?	?	?	?
1302658843	?	38133	?	?	?
1302659228	98984	?	?	?	?
1302659265	99094	?	?	?	?
1302659800	?	38174	?	?	?
1302660351	99336	?	?	?	?
1302661691	?	?	19247	?	?
1302662567	?	?	19279	?	?
1302662948	99336	?	?	?	?
1302664748	?	?	19425	?	?
1302665541	?	38174	?	?	?
1302666049	?	?	19438	?	?
1302667008	?	38182	?	?	?
1302667663	99359	?	?	?	?
1302668770	99475	?	?	?	?
1302669382	?	38182	?	?	?
1302669473	?	?	19537	?	?
1302670299	?	38182	?	?	?
1302671718	?	38201	?	?	?
1302672091	?	?	19951	?	?
1302672504	?	?	20069	?	?
1302673886	?	?	20089	?	?
1302673974	?	?	20154	?	?
1302674461	?	38315	?	?	?
1302676771	?	38315	?	?	?
1302676879	?	?	20267	?	?
1302677054	99627	?	?	?	?
1302680024	?	?	20335	?	?
1302680057	?	38315	?	?	?
1302680744	?	?	20406	?	?
1302681821	?	?	20495	?	?
1302681951	?	38315	?	?	?
1302682226	?	?	20495	?	?
1302682412	?	?	20495	?	?
1302682964	?	?	20495	?	?
1302683022	?	?	20495	?	?
1302684039	?	38389	?	?	?
1302684284	?	38462	?	?	?
1302684996	99627	?	?	?	?
1302685749	?	38731	?	?	?
1302686448	?	38731	?	?	?
1302687885	?	38731	?	?	?
1302689003	?	38733	?	?	?
1302692423	100098	?	?	?	?
1302710931	?	38758	?	?	?
1302711601	?	39187	?	?	?
1302714529	?	?	20549	?	?
1302714727	100236	?	?	?	?
1302715231	100249	?	?	?	?
1302715565	100249	?	?	?	?
1302717040	?	?	20609	?	?
1302717307	100464	?	?	?	?
1302717353	?	?	20609	?	?
1302718075	100493	?	?	?	?
1302718523	?	39314	?	?	?
1302718968	100924	?	?	?	?
1302719203	100946	?	?	?	?
1302719724	101008	?	?	?	?
1302720178	?	39451	?	?	?
1302720752	101042	?	?	?	?
1302721933	?	39653	?	?	?
1302722365	?	?	20614	?	?
1302722371	?	?	20732	?	?
1302722694	?	?	20842	?	?
1302724730	?	39842	?	?	?
1302725836	101321	?	?	?	?
1302726560	101342	?	?	?	?
1302726894	101342	?	?	?	?
1302727142	?	?	20842	?	?
1302727898	101364	?	?	?	?
1302728011	?	?	20842	?	?
1302729847	101462	?	?	?	?
1302730142	?	39867	?	?	?
1302730488	?	?	20842	?	?
1302731191	?	39976	?	?	?
1302732610	?	?	20842	?	?
1302733671	?	?	20876	?	?
1302733929	?	39986	?	?	?
1302734509	101462	?	?	?	?
1302734819	?	?	20882	?	?
1302735106	101463	?	?	?	?
1302746204	101590	?	?	?	?
1302746904	101657	?	?	?	?
1302747204	?	?	20882	?	?
1302747208	?	?	20895	?	?
1302748751	?	40045	?	?	?
1302753774	?	?	20903	?	?
1302753918	?	?	20929	?	?
1302754133	?	?	20977	?	?
1302756472	?	?	21260	?	?
1302756482	?	?	21321	?	?
1302756544	?	?	21321	?	?
1302795225	?	?	21321	?	?
1302795229	?	?	21321	?	?
1302795232	?	?	21321	?	?
1302801593	101657	?	?	?	?
1302802831	101657	?	?	?	?
1302804709	101665	?	?	?	?
1302806211	101704	?	?	?	?
1302807702	?	?	21349	?	?
1302828059	?	?	23677	?	?
1302828063	?	?	23727	?	?
1302829960	?	?	23941	?	?
1302831581	?	?	23941	?	?
1302834474	?	40045	?	?	?
1302834729	?	41219	?	?	?
1302840129	?	?	23941	?	?
1302840133	?	?	23948	?	?
1302840136	?	?	23970	?	?
1302840140	?	?	24005	?	?
1302840144	?	?	24005	?	?
1302842763	?	?	24036	?	?
1302843888	?	?	24037	?	?
1302844541	?	?	24096	?	?
1302850987	?	?	?	8417	?
1302852129	?	?	24443	?	?
1302852268	104458	?	?	?	?
1302852459	?	?	24774	?	?
1302853302	104652	?	?	?	?
1302853594	?	?	24774	?	?
1302853601	?	?	24774	?	?
1302854194	104693	?	?	?	?
1302854398	?	44339	?	?	?
1302854659	?	44340	?	?	?
1302855462	?	?	24774	?	?
1302856200	?	?	24774	?	?
1302856316	?	?	24776	?	?
1302856517	?	?	24776	?	?
1302858158	105061	?	?	?	?
1302858244	105080	?	?	?	?
1302858264	?	44340	?	?	?
1302862907	?	?	24802	?	?
1302862912	?	?	24906	?	?
1302862916	?	?	24906	?	?
1302863378	?	45586	?	?	?
1302863605	?	?	24907	?	?
1302865118	105630	?	?	?	?
1302869549	105825	?	?	?	?
1302892104	107302	?	?	?	?
1302894105	?	47236	?	?	?
1302895161	107865	?	?	?	?
1302895723	?	?	24967	?	?
1302895728	?	?	24971	?	?
1302898385	?	?	25004	?	?
1302898389	?	?	25004	?	?
1302898394	?	?	25004	?	?
1302900271	?	?	26451	?	?
1302909225	?	?	26455	?	?
1302909227	?	?	26455	?	?
1302913780	108224	?	?	?	?
1302918791	?	?	26489	?	?
1302939681	109243	?	?	?	?
1302964471	?	48345	?	?	?
1302964540	?	?	?	10053	?
1302964812	?	?	?	10073	?
1302969268	?	?	26489	?	?
1302969270	?	?	26490	?	?
1302973351	?	?	26540	?	?
1302973352	?	?	26575	?	?
1302976110	?	?	26663	?	?
1302976111	?	?	26715	?	?
1302996789	?	?	26726	?	?
1303001883	?	?	27114	?	?
1303008585	?	?	27115	?	?
1303015871	?	?	29214	?	?
1303020743	109744	?	?	?	?
1303022053	?	?	29232	?	?
1303022058	?	?	29566	?	?
1303022099	?	?	29566	?	?
1303022317	?	?	29566	?	?
1303023323	?	?	29923	?	?
1303023765	?	?	30081	?	?
1303023868	?	?	30111	?	?
1303024478	?	?	30129	?	?
1303026430	?	?	30548	?	?
1303026436	?	?	30689	?	?
1303027888	?	?	31304	?	?
1303027990	?	?	31304	?	?
1303028317	110395	?	?	?	?
1303054065	110395	?	?	?	?
1303054233	110419	?	?	?	?
1303055127	?	?	31389	?	?
1303055132	?	?	31424	?	?
1303055136	?	?	31476	?	?
1303055139	?	?	31476	?	?
1303057354	?	50046	?	?	?
1303057668	?	50154	?	?	?
1303059346	?	?	31476	?	?
1303059347	?	?	31476	?	?
1303060693	?	?	?	10097	?
1303068569	?	?	31476	?	?
1303068570	?	?	33784	?	?
1303068571	?	?	33836	?	?
1303069110	112895	?	?	?	?
1303069382	?	?	33836	?	?
1303069916	?	?	34451	?	?
1303070514	?	?	45604	?	?
1303091975	?	?	46631	?	?
1303091980	?	?	46632	?	?
